,Name,Rating,Reviews,Company type,Headquater & Branches,Age,Employees
833,Pothys,4.1,111,Fashion & Textile,Chennai +12 more,Chennai +12 more,501-1k Employees
834,Zivame.com,3.6,111,Fashion & Textile,Bangalore +17 more,Bangalore +17 more,201-500 Employees
835,Damodar Valley Corporation,4.0,111,Power,Kolkata +13 more,Kolkata +13 more,5k-10k Employees
836,Leena Powertech Engineers,3.2,111,Engineering & Construction,Mumbai +8 more,Mumbai +8 more,51-200 Employees
837,Securitrans India,3.8,111,Financial Services,Delhi/NCR +37 more,Delhi/NCR +37 more,1k-5k Employees
838,Visible Alpha Solutions,4.1,111,IT Services & Consulting,Mumbai +5 more,Mumbai +5 more,501-1k Employees
839,IndiaLends,3.7,111,Financial Services,Delhi +4 more,9 years old,201-500 Employees
840,Amnet Systems,4.0,113,IT Services & Consulting,Chennai +3 more,Chennai +3 more,501-1k Employees
841,India Pistons,3.7,113,Auto Components,Chennai +3 more,74 years old,1k-5k Employees
842,G7 CR Technologies,3.3,113,IT Services & Consulting,Bangalore  +1 more,Bangalore  +1 more,51-200 Employees
843,Sakal Media Group,3.5,113,Media & Entertainment,Pune +18 more,Pune +18 more,1k-5k Employees
844,Msc Cruises,4.3,113,Ports & Shipping,Geneva +7 more,Geneva +7 more,501-1k Employees
845,Aapna Infotech,4.6,113,IT Services & Consulting,Delhi/NCR +3 more,Delhi/NCR +3 more,51-200 Employees
846,Jyote Motors,3.6,113,Automobile,Bhubaneswar +9 more,Bhubaneswar +9 more,51-200 Employees
847,Dew Solutions,4.2,113,IT Services & Consulting,Gurgaon +5 more,Gurgaon +5 more,201-500 Employees
848,Rushil Decor,4.0,113,Building Material,Ahmedabad +20 more,29 years old,501-1k Employees
849,YouTube,4.6,113,Internet,San Bruno +29 more,San Bruno +29 more,10k-50k Employees
850,Fermenta Biotech,4.2,113,Pharma,Thane +8 more,72 years old,501-1k Employees
851,Niit Foundation,4.0,113,Education & Training,New Delhi +22 more,New Delhi +22 more,501-1k Employees
852,Pradan,3.8,113,Non-Profit,New Delhi +36 more,New Delhi +36 more,201-500 Employees
853,Dr ITM,3.5,113,BPO,Chandigarh +11 more,Chandigarh +11 more,51-200 Employees
854,Gulbrandsen,4.3,113,Chemicals,Vadodara/Baroda +8 more,Vadodara/Baroda +8 more,501-1k Employees
855,AYTB,3.6,113,Engineering & Construction,Al Jubail +6 more,Al Jubail +6 more,51-200 Employees
856,Barco Electronic Systems,4.2,113,Consumer Electronics & Appliances,Duluth +4 more,Duluth +4 more,501-1k Employees
857,Haldiram Bhujiawala,3.7,113,Food Processing,Kolkata +29 more,Kolkata +29 more,201-500 Employees
858,Hermes I Tickets,4.3,113,Internet,Chennai +17 more,Chennai +17 more,51-200 Employees
859,Hirschvogel Components,4.0,113,Auto Components,Denklingen +1 more,Denklingen +1 more,5k-10k Employees
860,West Bengal State Electricity Distribution Company,3.3,113,Power,Kolkata +21 more,16 years old,5k-10k Employees
861,CGS,3.6,113,IT Services & Consulting,New York +9 more,New York +9 more,11-50 Employees
862,Texport Industries,3.8,113,Fashion & Textile,Mumbai +9 more,Mumbai +9 more,1k-5k Employees
863,Amps Electrical Facility Services,3.4,113,Facility Management Services,Bangalore/Bengaluru +14 more,Bangalore/Bengaluru +14 more,201-500 Employees
864,Sarda Energy & Minerals,4.4,113,Iron & Steel,Raipur +4 more,50 years old,1k-5k Employees
865,Lulu Hypermarket,3.9,113,Retail,Abu Dhabi +22 more,Abu Dhabi +22 more,201-500 Employees
866,John Crane Sealing Systems India,3.7,113,Industrial Machinery,Chicago +3 more,Chicago +3 more,201-500 Employees
867,TPF Engineering,4.1,113,Engineering & Construction,Navi Mumbai +24 more,Navi Mumbai +24 more,201-500 Employees
868,Videocon Industries Ltd.,4.0,113,Consumer Electronics & Appliances,Mumbai +36 more,44 years old,5k-10k Employees
869,Smarter BIZ Technologies,3.0,113,IT Services & Consulting,Bangalore/Bengaluru +12 more,9 years old,51-200 Employees
870,DTC Projects,3.8,113,Real Estate,Kolkata +8 more,Kolkata +8 more,51-200 Employees
871,Hindustan PowerProjects,3.8,113,Power,Delhi +10 more,Delhi +10 more,1-10 Employees
872,Teleminds Infotech,3.2,113,BPO,Kolkata +2 more,Kolkata +2 more,51-200 Employees
873,SAS,4.1,113,IT Services & Consulting,Cary +17 more,Cary +17 more,201-500 Employees
874,Cerium Systems,3.2,113,Semiconductors,Bangalore +6 more,Bangalore +6 more,1k-5k Employees
875,Quality Council of India,3.6,113,Government,Delhi/NCR +8 more,26 years old,51-200 Employees
876,Renata Precision Components,3.9,113,Industrial Machinery,Pune +3 more,Pune +3 more,501-1k Employees
877,City Montessori School,3.9,113,Education & Training,Lucknow +8 more,Lucknow +8 more,1k-5k Employees
878,IG Petrochemicals,3.7,113,Chemicals,Mumbai +10 more,35 years old,1k-5k Employees
879,NDTV,3.8,113,Broadcasting,Delhi/NCR +6 more,Delhi/NCR +6 more,1k-5k Employees
880,Galva Decoparts,3.8,114,Chemicals,Vapi +6 more,Vapi +6 more,51-200 Employees
881,CPM,4.3,114,Recruitment,London +22 more,London +22 more,501-1k Employees
882,Schreiber Dynamix Dairies,4.3,114,Electronics Manufacturing,Mumbai +6 more,30 years old,501-1k Employees
883,Camp K-12,2.9,114,EdTech,Gurgaon +4 more,Gurgaon +4 more,51-200 Employees
884,Fedders Lloyd,4.1,114,Engineering & Construction,Delhi/NCR +24 more,66 years old,201-500 Employees
885,Automotive Stampings and Assemblies,3.5,114,Auto Components,Pune +6 more,33 years old,501-1k Employees
886,Ajnara India,3.7,114,Real Estate,Noida +2 more,32 years old,201-500 Employees
887,Lanson Toyota,4.1,114,Automobile,Chennai +7 more,Chennai +7 more,1k-5k Employees
888,Autocop India,3.8,114,Semiconductors,Mumbai  +27 more,Mumbai  +27 more,201-500 Employees
889,Billedright Healthcare Solutions,4.5,114,Healthcare,Longwood +2 more,Longwood +2 more,51-200 Employees
890,BigStep Technologies,4.3,114,IT Services & Consulting,Gurgaon/Gurugram,Gurgaon/Gurugram,51-200 Employees
891,Suvision Holdings,3.6,114,Telecom,Bangalore/Bengaluru +2 more,Bangalore/Bengaluru +2 more,51-200 Employees
892,Amanta Healthcare,4.3,114,Pharma,Ahmedabad +10 more,Ahmedabad +10 more,51-200 Employees
893,Narayana Medical College & Hospital,3.9,114,Healthcare,Nellore +7 more,Nellore +7 more,1k-5k Employees
894,Crossword Bookstores,4.2,114,Retail,Mumbai +23 more,Mumbai +23 more,201-500 Employees
895,RSH Global,4.2,114,FMCG,Kolkata +22 more,Kolkata +22 more,51-200 Employees
896,Apex Hospital,3.9,114,Healthcare,Jaipur +20 more,Jaipur +20 more,51-200 Employees (Global)
897,Irclass Systems And Solutions,3.7,114,Ports & Shipping,Mumbai +21 more,Mumbai +21 more,501-1k Employees
898,RAMADA PLAZA,4.0,114,Hospitality,New Jersey +18 more,70 years old,201-500 Employees (Global)
899,Suzlon Gujarat Wind Park,4.4,114,Power,Pune +22 more,Pune +22 more,5k-10k Employees
900,LimeRoad,3.3,114,Internet,Gurgaon +4 more,11 years old,501-1k Employees
901,ExcelSoft Technologies,3.4,114,IT Services & Consulting,Mysore +3 more,Mysore +3 more,501-1k Employees
902,ValueFirst Digital Media,3.7,114,Software Product,Gurgaon +5 more,Gurgaon +5 more,201-500 Employees
903,Object Technology Solutions,3.9,114,IT Services & Consulting,Overland Park +7 more,Overland Park +7 more,201-500 Employees
904,Annet Technologies,4.2,114,Software Product,Dallas +4 more,Dallas +4 more,201-500 Employees
905,Anmol Biscuits,4.1,114,FMCG,Kolkata +29 more,29 years old,501-1k Employees
906,Adfactors PR,3.9,114,Marketing & Advertising,Mumbai +7 more,Mumbai +7 more,1k-5k Employees
907,Nagata India,4.1,114,Metals & Mining,Gurugram +8 more,Gurugram +8 more,51-200 Employees
908,Radiant Polymers,4.5,114,Auto Components,New Delhi +10 more,New Delhi +10 more,501-1k Employees
909,Punjab and Maharashtra Co-operative Bank,3.9,114,Banking,Mumbai +21 more,39 years old,10k-50k Employees (Global)
910,Furnace Fabrica India,3.4,114,Engineering & Construction,Navi Mumbai +9 more,Navi Mumbai +9 more,201-500 Employees
911,Nirmal Bang,3.5,114,Financial Services,Kolkata +22 more,Kolkata +22 more,1k-5k Employees
912,NTL Electronics India,4.2,114,Electronics Manufacturing,Noida +10 more,Noida +10 more,201-500 Employees
913,Chassis Brakes International,3.8,114,Auto Components,Amsterdam +7 more,Amsterdam +7 more,5k-10k Employees (Global)
914,RJ Corp,3.7,114,Retail,Gurgaon/Gurugram +26 more,Gurgaon/Gurugram +26 more,51-200 Employees
915,AVASOFT,3.7,114,Software Product,Blue Bell,Blue Bell,501-1k Employees
916,Government of Bihar,3.8,114,Government,Patna +23 more,Patna +23 more,201-500 Employees (Global)
917,Fortune Marketing,3.8,114,Hardware & Networking,Delhi/NCR +17 more,Delhi/NCR +17 more,1k-5k Employees
918,Indian Coast Guard,4.2,114,Defence & Aerospace,New Delhi +23 more,New Delhi +23 more,5k-10k Employees
919,Creamy foods,3.8,114,Food Processing,Noida +20 more,32 years old,201-500 Employees
920,Sika,4.0,116,Chemicals,Baar +21 more,113 years old,201-500 Employees
921,British Paints,3.4,116,Chemicals,Delhi/NCR +51 more,Delhi/NCR +51 more,51-200 Employees
922,YFC PROJECTS,3.8,116,Engineering & Construction,Gurgaon/Gurugram +12 more,Gurgaon/Gurugram +12 more,51-200 Employees
923,Tata Main Hospital,3.6,116,Healthcare,Jamshedpur +5 more,Jamshedpur +5 more,1k-5k Employees (Global)
924,Pinnacle Industries,3.9,116,Auto Components,Pithampur +10 more,Pithampur +10 more,501-1k Employees
925,Mohani Tea Leaves,3.6,116,FMCG,Kanpur +15 more,Kanpur +15 more,201-500 Employees
926,Zones Corporate Solutions,3.4,116,IT Services & Consulting,Auburn +5 more,Auburn +5 more,51-200 Employees
927,Nipro India Corporation,3.2,116,Healthcare,Satara +11 more,Satara +11 more,201-500 Employees
928,Fuji Electric,3.9,116,Industrial Machinery,Tokyo +17 more,Tokyo +17 more,1k-5k Employees
929,Presidium School,4.1,116,Education & Training,New Delhi +6 more,New Delhi +6 more,501-1k Employees
930,Solaris Chemtech,4.3,116,Chemicals,Gurgaon +11 more,Gurgaon +11 more,201-500 Employees
931,Elevate Services,3.2,116,Legal,Los Angeles +3 more,Los Angeles +3 more,501-1k Employees
932,NSK,4.0,116,Industrial Machinery,Tokyo +14 more,107 years old,51-200 Employees
933,Cadeploy Engineering,2.9,116,Engineering & Construction,San Ramon +6 more,San Ramon +6 more,501-1k Employees
934,ILJIN ELECTRONICS,3.8,116,Semiconductors,Greater Noida +6 more,Greater Noida +6 more,51-200 Employees
935,Tirupati Group,3.9,116,Pharma,Sirmour +8 more,18 years old,1k-5k Employees
936,LOTS Wholesale Solutions,3.4,116,Food Processing,Gurgaon +3 more,Gurgaon +3 more,501-1k Employees
937,Marathon Electric India,3.7,116,Semiconductors,Las Vegas +10 more,Las Vegas +10 more,201-500 Employees
938,Tata Ficosa Automotive Systems,3.8,116,Auto Components,Pune +10 more,Pune +10 more,201-500 Employees
939,Calpion Software Technologies,3.3,116,IT Services & Consulting,Dallas +3 more,Dallas +3 more,201-500 Employees
940,Advanced Technology Consulting Service,4.0,119,IT Services & Consulting,Montvale +7 more,Montvale +7 more,1k-5k Employees
941,Net Access India,3.8,119,IT Services & Consulting,Chennai +19 more,26 years old,201-500 Employees
942,Sula Vineyards,4.4,119,Food Processing,Nashik +13 more,Nashik +13 more,501-1k Employees
943,Goel Ganga Group,3.9,119,Real Estate,Pune +3 more,Pune +3 more,51-200 Employees
944,Rossari Biotech,3.8,119,Chemicals,Mumbai +11 more,Mumbai +11 more,51-200 Employees
945,Prothious Engineering Services,3.3,119,Design,Mumbai +6 more,Mumbai +6 more,1k-5k Employees
946,Amrapali Group,3.8,119,Real Estate,Noida +13 more,Noida +13 more,501-1k Employees
947,Gujarat State Electricity Corporation,4.2,119,Government,Vadodara +15 more,30 years old,5k-10k Employees
948,Forbes Technosys,4.0,119,IT Services & Consulting,Thane +28 more,Thane +28 more,201-500 Employees
949,Code Brew Labs,3.9,119,IT Services & Consulting,Chandigarh +1 more,Chandigarh +1 more,201-500 Employees
950,Tech Mahindra Foundation,4.1,119,Non-Profit,New Delhi +20 more,New Delhi +20 more,11-50 Employees
951,Safdarjung Hospital,4.5,119,Healthcare,Delhi/NCR +5 more,Delhi/NCR +5 more,501-1k Employees
952,Maschio Gaspardo,4.1,119,Industrial Machinery,Pune +14 more,Pune +14 more,201-500 Employees
953,Swal Corporation,4.2,119,Agro Chemicals,Mumbai +47 more,Mumbai +47 more,11-50 Employees
954,Ford Motor Credit Company,4.2,119,Financial Services,Dearborn +13 more,Dearborn +13 more,10k-50k Employees
955,DESIGNCO,4.0,119,Import & Export,Moradabad +5 more,Moradabad +5 more,51-200 Employees
956,Dr. Ram Manohar Lohia Hospital,4.2,119,Healthcare,New Delhi +7 more,New Delhi +7 more,201-500 Employees
957,ABC Bearings,3.9,119,Auto Components,Bharuch +21 more,62 years old,201-500 Employees
958,Educational Initiatives,3.9,119,EdTech,Ahmedabad +21 more,Ahmedabad +21 more,201-500 Employees
959,Bharat Broadband Network,4.2,119,Telecom,New Delhi +51 more,New Delhi +51 more,51-200 Employees (Global)
960,Sahajanand Medical Technologies,3.6,120,Medical Equipment,Surat +23 more,Surat +23 more,501-1k Employees
961,Bombay Hospital,3.9,120,Healthcare,Mumbai +5 more,Mumbai +5 more,501-1k Employees
962,Total Environment Building Systems,3.9,120,Real Estate,Bangalore/Bengaluru +3 more,Bangalore/Bengaluru +3 more,501-1k Employees
963,Woodenstreet.com,3.4,120,Furniture & Furnishing,Jaipur +15 more,8 years old,51-200 Employees
964,Dynamatic Technologies,3.6,120,Auto Components,Bangalore/Bengaluru +6 more,50 years old,1k-5k Employees
965,SeQuent Scientific,3.5,120,Pharma,Mumbai +10 more,38 years old,501-1k Employees
966,Ujaas Energy,3.7,120,Power,Indore +15 more,44 years old,201-500 Employees
967,Prestige Estates Projects,4.5,120,Real Estate,Bangalore/Bengaluru +7 more,37 years old,1k-5k Employees
968,DDB Mudra Group,3.4,120,Marketing & Advertising,Mumbai +24 more,Mumbai +24 more,1k-5k Employees
969,NDS InfoServ,4.5,120,BPO,Dallas TX +6 more,Dallas TX +6 more,201-500 Employees
970,Ramee Group of Hotels,3.5,120,Hospitality,Dubai +11 more,Dubai +11 more,51-200 Employees
971,Armstrong International,4.0,120,Financial Services,Three Rivers +21 more,Three Rivers +21 more,51-200 Employees
972,HealthSpring,3.3,120,Fitness & Wellness,Mumbai +20 more,Mumbai +20 more,201-500 Employees
973,SurePrep,3.7,120,Software Product,Irvine +3 more,Irvine +3 more,51-200 Employees
974,Tata Memorial Hospital,4.3,120,Healthcare,Mumbai +5 more,Mumbai +5 more,1k-5k Employees
975,Border Roads Organisation,4.1,120,Engineering & Construction,New Delhi +17 more,63 years old,5k-10k Employees
976,Umedica Laboratories,3.3,120,Pharma,Mumbai +4 more,Mumbai +4 more,51-200 Employees
977,PaywithRING,4.7,120,FinTech,Mumbai +12 more,Mumbai +12 more,501-1k Employees
978,Skandhanshi Infra Projects,4.2,119,Real Estate,Kurnool +6 more,Kurnool +6 more,501-1k Employees
979,Webdew,4.6,119,IT Services & Consulting,Mohali +5 more,Mohali +5 more,51-200 Employees
980,Mfine,3.6,123,Internet,Bangalore +8 more,6 years old,201-500 Employees
981,Nibav Lifts,3.7,123,Industrial Machinery,Chennai +22 more,Chennai +22 more,501-1k Employees
982,CQRA,4.1,123,Engineering & Construction,Pune +16 more,Pune +16 more,201-500 Employees
983,Bharat Benz,4.1,122,Automobile,Chennai +55 more,Chennai +55 more,1k-5k Employees
984,STMicroelectronics,4.2,122,Semiconductors,Geneva +3 more,36 years old,1k-5k Employees
985,Riddhi Corporate Services,4.2,122,IT Services & Consulting,Ahmedabad  +32 more,13 years old,11-50 Employees
986,FreshMenu,3.4,122,Internet,Bangalore +6 more,9 years old,201-500 Employees
987,Verifone,3.9,122,FinTech,Coral Springs +6 more,Coral Springs +6 more,501-1k Employees
988,Virinchi Technologies,3.5,122,IT Services & Consulting,Edison +3 more,Edison +3 more,1k-5k Employees
989,Health Prime Services (India),3.7,122,Medical Equipment,Mumbai +3 more,Mumbai +3 more,201-500 Employees
990,Fabtech Projects & Engineers,4.0,122,Engineering & Construction,Pune +11 more,Pune +11 more,201-500 Employees
991,Repro India,3.8,122,FMCG,Mumbai +11 more,39 years old,501-1k Employees
992,Norwegian Cruise Line,4.5,122,Travel & Tourism,Miami +10 more,Miami +10 more,501-1k Employees
993,Vijay Tanks & Vessels,4.2,122,Engineering & Construction,Sankarda +8 more,Sankarda +8 more,1k-5k Employees
994,Sigma Freudenberg NOK,4.1,122,Auto Components,Milan +12 more,Milan +12 more,1k-5k Employees
995,DAEWOO E&C,4.6,122,Engineering & Construction,Seoul +12 more,50 years old,5k-10k Employees (Global)
996,The Millennium School,3.9,122,Education & Training,Gurgaon/Gurugram +23 more,Gurgaon/Gurugram +23 more,11-50 Employees
997,Olive Bar & Kitchen,4.4,122,Hospitality,Mumbai +12 more,Mumbai +12 more,201-500 Employees
998,Monginis Foods,3.4,122,Food Processing,Mumbai +22 more,Mumbai +22 more,501-1k Employees
999,Mafatlal Industries,4.1,122,1k-5k Employees,Mumbai +9 more,Mumbai +9 more,Public
1000,Thomson Press India,4.1,125,Printing & Publishing,Faridabad +9 more,Faridabad +9 more,201-500 Employees
1001,Cholamandalam MS Risk Services,3.9,125,Management Consulting,Chennai +25 more,Chennai +25 more,201-500 Employees
1002,Mahavir Die Casters,3.7,125,Auto Components,Faridabad  +4 more,Faridabad  +4 more,501-1k Employees
1003,Db Power,4.3,125,Power,Mumbai +8 more,Mumbai +8 more,501-1k Employees
1004,Fulcrum Worldwide Software,4.0,125,IT Services & Consulting,Jersey City +1 more,Jersey City +1 more,501-1k Employees
1005,Foiwe Info Global Solution,3.7,125,IT Services & Consulting,Bangalore/Bengaluru +3 more,Bangalore/Bengaluru +3 more,201-500 Employees
1006,Coding Ninjas,4.0,125,EdTech,New Delhi +4 more,7 years old,51-200 Employees
1007,Aagna Global Solutions,3.5,124,BPO,Chennai +4 more,Chennai +4 more,201-500 Employees (Global)
1008,Ramoji Film City,4.1,124,Media & Entertainment,Hyderabad/Secunderabad +6 more,Hyderabad/Secunderabad +6 more,1k-5k Employees
1009,V2 Solutions,3.9,124,IT Services & Consulting,Santa Clara +6 more,Santa Clara +6 more,501-1k Employees
1010,Wicked Ride Adventures,4.0,124,Internet,Bangalore +8 more,9 years old,51-200 Employees
1011,RattanIndia Power,3.1,124,Metals & Mining,Delhi/NCR +6 more,16 years old,1k-5k Employees
1012,ING Vysya Bank,4.4,124,Banking,Mumbai +41 more,21 years old,5k-10k Employees
1013,Digient Technologies,4.7,124,IT Services & Consulting,Chennai +1 more,Chennai +1 more,51-200 Employees
1014,Taikisha Engineering India,4.1,124,Industrial Machinery,Gurgaon/Gurugram +9 more,Gurgaon/Gurugram +9 more,1k-5k Employees
1015,Tonglit Autogistic,4.0,124,Logistics,Chennai +12 more,Chennai +12 more,51-200 Employees
1016,Capricorn Logistics,3.6,124,Logistics,Mumbai +21 more,Mumbai +21 more,1k-5k Employees
